	start	end
2891	275578.350083	275672.699917
2885	275012.150083	275106.499917
3057	291238.050083	291332.149917
2994	285298.500083	285392.849917
2805	267440.300083	267534.949917
2933	279543.300083	279637.699917
2943	280486.650083	280581.049917
3114	296602.250083	296696.249917
2972	283223.100083	283317.399917
3122	297354.650083	297448.749917
3132	298297.800083	298392.399917
3070	292461.600083	292555.849917
3104	295662.850083	295756.849917
2858	272456.750083	272551.399917
2940	280203.450083	280297.849917
2924	278693.350083	278787.799917
3152	300181.500083	300275.199917
2818	268670.750083	268765.399917
2832	269995.850083	270090.499917
3165	301403.050083	301496.949917
3410	324550.800083	324645.449917
3486	331745.650083	331840.299917
3373	321048.350083	321142.999917
3495	332596.300083	332690.749917
3560	338739.600083	338834.249917
3379	321616.250083	321710.899917
3454	328716.500083	328811.149917
3223	306858.300083	306952.299917
3202	304884.300083	304978.299917
3391	322752.050083	322846.699917
3359	319723.250083	319817.899917
3338	317735.600083	317830.249917
3497	332785.200083	332879.649917
3399	323509.350083	323604.049917
3409	324456.150083	324550.799917
3207	305354.300083	305448.299917
3299	314044.150083	314138.799917
3424	325876.100083	325970.799917
3290	313192.300083	313286.949917
3384	322089.500083	322184.149917
3566	339307.500083	339402.149917
3226	307140.300083	307234.299917
3423	325781.400083	325876.099917
3371	320859.050083	320953.699917
3260	310352.700083	310447.349917
3579	340537.950083	340632.599917
3361	319912.550083	320007.199917
3227	307234.300083	307328.299917
3370	320764.400083	320859.049917
3437	327107.200083	327201.899917
3235	307986.450083	308081.099917
3540	336848.350083	336942.799917
3467	329946.950083	330041.599917
3479	331083.100083	331177.749917
3286	312813.700083	312908.349917
3330	316978.500083	317073.199917
3510	334013.450083	334107.949917
3275	311772.550083	311867.199917
3372	320953.700083	321048.349917
3264	310731.300083	310825.949917
3538	336659.400083	336753.899917
3298	313949.500083	314044.149917
3217	306294.300083	306388.299917
3587	341295.150083	341389.799917
3248	309216.900083	309311.549917
3333	317262.350083	317356.999917
3339	317830.250083	317924.899917
3591	341673.750083	341768.399917
3383	321994.850083	322089.499917
3344	318303.500083	318398.149917
3582	340821.900083	340916.549917
3542	337037.250083	337131.699917
3533	336186.900083	336281.399917
3402	323793.450083	323888.149917
3273	311583.250083	311677.899917
3206	305260.300083	305354.299917
3282	312435.100083	312529.749917
3429	326349.600083	326444.299917
3393	322941.350083	323035.999917
3462	329473.700083	329568.349917
3405	324077.550083	324172.199917
3249	309311.550083	309406.199917
3204	305072.300083	305166.299917
3306	314706.750083	314801.399917
3310	315085.350083	315179.999917
3550	337793.100083	337887.749917
3492	332312.950083	332407.399917
3461	329379.050083	329473.699917
3352	319060.700083	319155.349917
3208	305448.300083	305542.299917
3301	314233.500083	314328.149917
3228	307328.300083	307422.299917
3537	336564.900083	336659.399917
3218	306388.300083	306482.299917
3513	334296.950083	334391.449917
3526	335525.400083	335619.899917
3400	323604.050083	323698.749917
3449	328243.250083	328337.899917
3322	316221.150083	316315.799917
3279	312151.150083	312245.799917
3460	329284.400083	329379.049917
3271	311393.950083	311488.599917
3559	338644.950083	338739.599917
3284	312624.400083	312719.049917
3427	326160.200083	326254.899917
3418	325308.050083	325402.699917
3520	334958.400083	335052.899917
3415	325024.100083	325118.749917
3459	329189.750083	329284.399917
3594	341957.700083	342052.349917
3478	330988.450083	331083.099917
3276	311867.200083	311961.849917
3576	340254.000083	340348.649917
3318	315842.550083	315937.199917
3222	306764.300083	306858.299917
3551	337887.750083	337982.399917
3549	337698.450083	337793.099917
3511	334107.950083	334202.449917
3440	327391.300083	327485.999917
3326	316599.750083	316694.399917
3562	338928.900083	339023.549917
3350	318871.400083	318966.049917
3414	324929.450083	325024.099917
3546	337415.050083	337509.499917
3541	336942.800083	337037.249917
3201	304790.300083	304884.299917
3320	316031.850083	316126.499917
3387	322373.450083	322468.099917
3368	320575.100083	320669.749917
3351	318966.050083	319060.699917
3585	341105.850083	341200.499917
3518	334769.400083	334863.899917
3535	336375.900083	336470.399917
3528	335714.400083	335808.899917
3470	330231.000083	330325.699917
3246	309027.600083	309122.249917
3213	305918.300083	306012.299917
3396	323225.300083	323319.949917
3280	312245.800083	312340.449917
3377	321426.950083	321521.599917
3363	320101.850083	320196.499917
3515	334485.950083	334580.449917
3307	314801.400083	314896.049917
3230	307516.300083	307610.299917
3483	331461.700083	331556.349917
3589	341484.450083	341579.099917
3392	322846.700083	322941.349917
3416	325118.750083	325213.399917
3225	307046.300083	307140.299917
3378	321521.600083	321616.249917
3315	315558.600083	315653.249917
3229	307422.300083	307516.299917
3261	310447.350083	310541.999917
3215	306106.300083	306200.299917
3219	306482.300083	306576.299917
3272	311488.600083	311583.249917
3312	315274.650083	315369.299917
3255	309879.450083	309974.099917
3262	310542.000083	310636.649917
3453	328621.850083	328716.499917
3283	312529.750083	312624.399917
3258	310163.400083	310258.049917
3296	313760.200083	313854.849917
3450	328337.900083	328432.549917
3212	305824.300083	305918.299917
3389	322562.750083	322657.399917
3507	333729.950083	333824.449917
3242	308649.000083	308743.649917
3354	319250.000083	319344.649917
3469	330136.300083	330230.999917
3380	321710.900083	321805.549917
3211	305730.300083	305824.299917
3455	328811.150083	328905.799917
3375	321237.650083	321332.299917
3565	339212.850083	339307.499917
3240	308459.700083	308554.349917
3501	333163.000083	333257.499917
3491	332218.500083	332312.949917
3385	322184.150083	322278.799917
3505	333540.950083	333635.449917
3287	312908.350083	313002.999917
3209	305542.300083	305636.299917
3369	320669.750083	320764.399917
3406	324172.200083	324266.849917
3224	306952.300083	307046.299917
3274	311677.900083	311772.549917
3254	309784.800083	309879.449917
3432	326633.700083	326728.399917
3253	309690.150083	309784.799917
3325	316505.100083	316599.749917
3251	309500.850083	309595.499917
3503	333352.000083	333446.449917
3252	309595.500083	309690.149917
3557	338455.650083	338550.299917
3345	318398.150083	318492.799917
3390	322657.400083	322752.049917
3563	339023.550083	339118.199917
3342	318114.200083	318208.849917
3548	337603.950083	337698.449917
3575	340159.350083	340253.999917
3268	311110.000083	311204.649917
3600	342525.600083	342620.249917
3558	338550.300083	338644.949917
3343	318208.850083	318303.499917
3422	325686.700083	325781.399917
3525	335430.900083	335525.399917
3527	335619.900083	335714.399917
3289	313097.650083	313192.299917
3522	335147.400083	335241.899917
3519	334863.900083	334958.399917
3446	327959.300083	328053.949917
3309	314990.700083	315085.349917
3348	318682.100083	318776.749917
3221	306670.300083	306764.299917
3324	316410.450083	316505.099917
3404	323982.850083	324077.549917
3237	308175.750083	308270.399917
3555	338266.350083	338360.999917
3319	315937.200083	316031.849917
3421	325592.000083	325686.699917
3311	315180.000083	315274.649917
3463	329568.350083	329662.999917
3451	328432.550083	328527.199917
3340	317924.900083	318019.549917
3448	328148.600083	328243.249917
3417	325213.400083	325308.049917
3349	318776.750083	318871.399917
3536	336470.400083	336564.899917
3571	339780.750083	339875.399917
3243	308743.650083	308838.299917
3545	337320.600083	337415.049917
3500	333068.550083	333162.999917
3269	311204.650083	311299.299917
3308	314896.050083	314990.699917
3482	331367.050083	331461.699917
3247	309122.250083	309216.899917
3529	335808.900083	335903.399917
3397	323319.950083	323414.649917
3464	329663.000083	329757.649917
3443	327675.350083	327769.999917
3270	311299.300083	311393.949917
3466	329852.300083	329946.949917
3504	333446.450083	333540.949917
3593	341863.050083	341957.699917
3572	339875.400083	339970.049917
3244	308838.300083	308932.949917
3337	317640.950083	317735.599917
3502	333257.500083	333351.999917
3259	310258.050083	310352.699917
3374	321143.000083	321237.649917
3250	309406.200083	309500.849917
3303	314422.800083	314517.449917
3574	340064.700083	340159.349917
3436	327012.500083	327107.199917
3331	317073.200083	317167.749917
3456	328905.800083	329000.449917
3471	330325.700083	330420.399917
3203	304978.300083	305072.299917
3313	315369.300083	315463.949917
3547	337509.500083	337603.949917
3294	313570.900083	313665.549917
3509	333918.950083	334013.449917
3474	330609.800083	330704.499917
3360	319817.900083	319912.549917
3234	307892.300083	307986.449917
3321	316126.500083	316221.149917
3295	313665.550083	313760.199917
3465	329757.650083	329852.299917
3411	324645.450083	324740.099917
3388	322468.100083	322562.749917
3381	321805.550083	321900.199917
3499	332974.100083	333068.549917
3487	331840.300083	331934.949917
3220	306576.300083	306670.299917
3439	327296.600083	327391.299917
3232	307704.300083	307798.299917
3367	320480.450083	320575.099917
3216	306200.300083	306294.299917
3317	315747.900083	315842.549917
3476	330799.150083	330893.799917
3568	339496.800083	339591.449917
3419	325402.700083	325497.349917
3233	307798.300083	307892.299917
3293	313476.250083	313570.899917
3434	326823.100083	326917.799917
3238	308270.400083	308365.049917
3516	334580.450083	334674.899917
3521	335052.900083	335147.399917
3493	332407.400083	332501.849917
3395	323130.650083	323225.299917
3595	342052.350083	342146.999917
3577	340348.650083	340443.299917
3231	307610.300083	307704.299917
3433	326728.400083	326823.099917
3335	317451.650083	317546.299917
3524	335336.400083	335430.899917
3341	318019.550083	318114.199917
3412	324740.100083	324834.749917
3552	337982.400083	338077.049917
3573	339970.050083	340064.699917
3265	310825.950083	310920.649917
3430	326444.300083	326538.999917
3366	320385.800083	320480.449917
3508	333824.450083	333918.949917
3490	332124.050083	332218.499917
3346	318492.800083	318587.449917
3477	330893.800083	330988.449917
3543	337131.700083	337226.149917
3584	341011.200083	341105.849917
3564	339118.200083	339212.849917
3534	336281.400083	336375.899917
3457	329000.450083	329095.099917
3484	331556.350083	331650.999917
3442	327580.700083	327675.349917
3590	341579.100083	341673.749917
3561	338834.250083	338928.899917
3512	334202.450083	334296.949917
3475	330704.500083	330799.149917
3263	310636.650083	310731.299917
3266	310920.650083	311015.349917
3517	334674.900083	334769.399917
3267	311015.350083	311109.999917
3386	322278.800083	322373.449917
3214	306012.300083	306106.299917
3398	323414.650083	323509.349917
3364	320196.500083	320291.149917
3327	316694.400083	316789.099917
3598	342336.300083	342430.949917
3408	324361.500083	324456.149917
3302	314328.150083	314422.799917
3581	340727.250083	340821.899917
3588	341389.800083	341484.449917
3236	308081.100083	308175.749917
3544	337226.150083	337320.599917
3447	328053.950083	328148.599917
3570	339686.100083	339780.749917
3316	315653.250083	315747.899917
3291	313286.950083	313381.599917
3444	327770.000083	327864.649917
3514	334391.450083	334485.949917
3567	339402.150083	339496.799917
3358	319628.600083	319723.249917
3297	313854.850083	313949.499917
3530	335903.400083	335997.899917
3426	326065.500083	326160.199917
3205	305166.300083	305260.299917
3494	332501.850083	332596.299917
3597	342241.650083	342336.299917
3438	327201.900083	327296.599917
3357	319533.950083	319628.599917
3355	319344.650083	319439.299917
3445	327864.650083	327959.299917
3578	340443.300083	340537.949917
3353	319155.350083	319249.999917
3347	318587.450083	318682.099917
3539	336753.900083	336848.349917
3473	330515.100083	330609.799917
3441	327486.000083	327580.699917
3401	323698.750083	323793.449917
3403	323888.150083	323982.849917
3458	329095.100083	329189.749917
3523	335241.900083	335336.399917
3278	312056.500083	312151.149917
3420	325497.350083	325591.999917
3496	332690.750083	332785.199917
3583	340916.550083	341011.199917
3314	315463.950083	315558.599917
3245	308932.950083	309027.599917
3328	316789.100083	316883.799917
3382	321900.200083	321994.849917
3472	330420.400083	330515.099917
3569	339591.450083	339686.099917
3304	314517.450083	314612.099917
3257	310068.750083	310163.399917
3288	313003.000083	313097.649917
3365	320291.150083	320385.799917
3489	332029.600083	332124.049917
3336	317546.300083	317640.949917
3292	313381.600083	313476.249917
3468	330041.600083	330136.299917
3394	323036.000083	323130.649917
3553	338077.050083	338171.699917
3285	312719.050083	312813.699917
3580	340632.600083	340727.249917
3329	316883.800083	316978.499917
3435	326917.800083	327012.499917
3323	316315.800083	316410.449917
3488	331934.950083	332029.599917
3498	332879.650083	332974.099917
3210	305636.300083	305730.299917
3425	325970.800083	326065.499917
3506	333635.450083	333729.949917
3532	336092.400083	336186.899917
3599	342430.950083	342525.599917
3300	314138.800083	314233.499917
3596	342147.000083	342241.649917
3592	341768.400083	341863.049917
3332	317167.750083	317262.349917
3586	341200.500083	341295.149917
3407	324266.850083	324361.499917
3256	309974.100083	310068.749917
3362	320007.200083	320101.849917
3485	331651.000083	331745.649917
3428	326254.900083	326349.599917
3239	308365.050083	308459.699917
3305	314612.100083	314706.749917
3452	328527.200083	328621.849917
3356	319439.300083	319533.949917
3281	312340.450083	312435.099917
3334	317357.000083	317451.649917
3241	308554.350083	308648.999917
3277	311961.850083	312056.499917
3480	331177.750083	331272.399917
3431	326539.000083	326633.699917
3376	321332.300083	321426.949917
3554	338171.700083	338266.349917
3556	338361.000083	338455.649917
3481	331272.400083	331367.049917
3531	335997.900083	336092.399917
3413	324834.750083	324929.449917
3944	375051.000083	375145.249917
3945	375145.250083	375239.299917
3737	355492.850083	355587.499917
3664	348583.200083	348677.849917
3756	357291.200083	357385.849917
3765	358143.050083	358237.699917
3781	359657.450083	359752.099917
3651	347352.750083	347447.399917
3791	360604.250083	360698.899917
3933	374015.700083	374109.699917
3821	363443.800083	363538.499917
3648	347068.800083	347163.449917
3616	344040.000083	344134.649917
3768	358427.000083	358521.649917
3621	344513.250083	344607.899917
3703	352274.650083	352369.299917
3607	343188.150083	343282.799917
3696	351612.100083	351706.749917
3991	379468.600083	379562.649917
3995	379844.800083	379938.949917
3764	358048.400083	358143.049917
3767	358332.350083	358426.999917
3936	374297.600083	374391.549917
3702	352180.000083	352274.649917
3662	348393.900083	348488.549917
3982	378622.650083	378716.699917
3650	347258.100083	347352.749917
3663	348488.550083	348583.199917
3695	351517.450083	351612.099917
3683	350381.600083	350476.299917
3741	355871.450083	355966.099917
3979	378340.650083	378434.649917
3675	349624.350083	349718.999917
3714	353315.800083	353410.449917
3638	346122.300083	346216.949917
3926	373355.350083	373449.999917
3656	347826.000083	347920.649917
3732	355019.600083	355114.249917
3606	343093.500083	343188.149917
3762	357859.100083	357953.749917
3655	347731.350083	347825.999917
3820	363349.100083	363443.799917
3822	363538.500083	363633.199917
3934	374109.700083	374203.649917
3837	364958.000083	365052.299917
3840	365240.800083	365335.049917
3863	367410.050083	367504.399917
3867	367787.450083	367881.799917
3877	368731.300083	368825.699917
3672	349340.400083	349435.049917
3681	350192.250083	350286.949917
3739	355682.150083	355776.799917
3935	374203.650083	374297.599917
3929	373639.300083	373733.699917
3654	347636.700083	347731.349917
3966	377119.300083	377213.199917
3717	353599.750083	353694.449917
3749	356628.650083	356723.299917
3923	373071.450083	373166.099917
3909	371753.400083	371847.599917
3997	380033.100083	380127.249917
3763	357953.750083	358048.399917
3633	345649.050083	345743.699917
3722	354073.100083	354167.749917
3772	358805.600083	358900.249917
3604	342904.200083	342998.849917
3712	353126.500083	353221.149917
3705	352463.950083	352558.599917
3619	344323.950083	344418.599917
3823	363633.200083	363727.899917
3963	376837.500083	376931.449917
3798	361266.800083	361361.449917
3639	346216.950083	346311.599917
3707	352653.250083	352747.899917
3938	374485.500083	374579.599917
3766	358237.700083	358332.349917
3658	348015.300083	348109.949917
3793	360793.550083	360888.199917
3872	368259.300083	368353.699917
3668	348961.800083	349056.449917
3882	369203.350083	369297.749917
3848	365994.950083	366089.299917
3735	355303.550083	355398.199917
3693	351328.150083	351422.799917
3744	356155.400083	356250.049917
3628	345175.800083	345270.449917
3625	344891.850083	344986.499917
3859	367032.650083	367126.999917
3987	379092.550083	379186.549917
3893	370242.150083	370336.399917
3818	363159.800083	363254.449917
3918	372599.700083	372693.749917
3856	366749.600083	366843.949917
3709	352842.550083	352937.199917
3980	378434.650083	378528.649917
3608	343282.800083	343377.449917
3992	379562.650083	379656.699917
3839	365146.550083	365240.799917
3946	375239.300083	375333.399917
3726	354451.700083	354546.349917
3921	372882.200083	372976.799917
4000	380315.550083	380409.699917
3754	357101.900083	357196.549917
3800	361456.100083	361550.749917
3849	366089.300083	366183.649917
3804	361834.700083	361929.349917
3802	361645.400083	361740.049917
3760	357669.800083	357764.449917
3846	365806.350083	365900.649917
3779	359468.150083	359562.799917
3748	356534.000083	356628.649917
3970	377495.050083	377588.999917
3643	346595.550083	346690.199917
3787	360225.450083	360320.149917
3841	365335.050083	365429.299917
3925	373260.750083	373355.349917
3973	377776.900083	377870.849917
3761	357764.450083	357859.099917
3784	359941.450083	360036.099917
3694	351422.800083	351517.449917
3978	378246.650083	378340.649917
3688	350854.900083	350949.549917
3981	378528.650083	378622.649917
3610	343472.100083	343566.749917
3922	372976.800083	373071.449917
3644	346690.200083	346784.849917
3819	363254.450083	363349.099917
3996	379938.950083	380033.099917
3908	371658.800083	371753.399917
3977	378152.650083	378246.649917
3833	364579.900083	364674.549917
3796	361077.500083	361172.149917
3984	378810.750083	378904.549917
3780	359562.800083	359657.449917
3635	345838.350083	345932.999917
3660	348204.600083	348299.249917
3956	376179.950083	376273.949917
3998	380127.250083	380221.399917
3836	364863.350083	364957.999917
3898	370714.100083	370808.499917
3613	343756.050083	343850.699917
3815	362875.850083	362970.499917
3825	363822.600083	363917.299917
3799	361361.450083	361456.099917
3949	375521.450083	375615.549917
3951	375709.650083	375803.799917
3623	344702.550083	344797.199917
3667	348867.150083	348961.799917
3826	363917.300083	364011.999917
3851	366278.000083	366372.349917
3989	379280.550083	379374.549917
3758	357480.500083	357575.149917
3975	377964.800083	378058.699917
3614	343850.700083	343945.349917
3828	364106.650083	364201.299917
3816	362970.500083	363065.149917
3777	359278.850083	359373.499917
3854	366560.950083	366655.249917
3862	367315.700083	367410.049917
3927	373450.000083	373544.649917
3880	369014.500083	369108.949917
3807	362118.650083	362213.299917
3844	365617.800083	365712.099917
3891	370053.250083	370147.699917
3601	342620.250083	342714.899917
3961	376649.650083	376743.549917
3652	347447.400083	347542.049917
3627	345081.150083	345175.799917
3907	371564.200083	371658.799917
3884	369392.150083	369486.549917
3810	362402.600083	362497.249917
3912	372035.600083	372129.599917
3962	376743.550083	376837.499917
3718	353694.450083	353789.149917
3864	367504.400083	367598.749917
3786	360130.750083	360225.449917
3657	347920.650083	348015.299917
3659	348109.950083	348204.599917
3950	375615.550083	375709.649917
3892	370147.700083	370242.149917
3757	357385.850083	357480.499917
3808	362213.300083	362307.949917
3753	357007.250083	357101.899917
3860	367127.000083	367221.349917
3731	354924.950083	355019.599917
3745	356250.050083	356344.699917
3706	352558.600083	352653.249917
3830	364295.950083	364390.599917
3832	364485.250083	364579.899917
3701	352085.350083	352179.999917
3879	368920.100083	369014.499917
3905	371375.050083	371469.599917
3687	350760.250083	350854.899917
3906	371469.600083	371564.199917
3622	344607.900083	344702.549917
3896	370524.950083	370619.449917
3871	368164.900083	368259.299917
3976	378058.700083	378152.649917
3813	362686.550083	362781.199917
3750	356723.300083	356817.949917
3889	369864.350083	369958.799917
3649	347163.450083	347258.099917
3988	379186.550083	379280.549917
3742	355966.100083	356060.749917
3952	375803.800083	375897.849917
3631	345459.750083	345554.399917
3640	346311.600083	346406.249917
3646	346879.500083	346974.149917
3674	349529.700083	349624.349917
3620	344418.600083	344513.249917
3827	364012.000083	364106.649917
3803	361740.050083	361834.699917
3894	370336.400083	370430.649917
3986	378998.550083	379092.549917
3801	361550.750083	361645.399917
3861	367221.350083	367315.699917
3629	345270.450083	345365.099917
3743	356060.750083	356155.399917
3847	365900.650083	365994.949917
3850	366183.650083	366277.999917
3932	373921.700083	374015.699917
3609	343377.450083	343472.099917
3887	369675.450083	369769.899917
3676	349719.000083	349813.649917
3738	355587.500083	355682.149917
3642	346500.900083	346595.549917
3637	346027.650083	346122.299917
3886	369581.000083	369675.449917
3968	377307.100083	377401.099917
3734	355208.900083	355303.549917
3969	377401.100083	377495.049917
3611	343566.750083	343661.399917
3692	351233.500083	351328.149917
3769	358521.650083	358616.299917
3890	369958.800083	370053.249917
3953	375897.850083	375991.999917
3924	373166.100083	373260.749917
3865	367598.750083	367693.099917
3678	349908.300083	350002.949917
3673	349435.050083	349529.699917
3805	361929.350083	362023.999917
3729	354735.650083	354830.299917
3958	376367.850083	376461.799917
3855	366655.250083	366749.599917
3653	347542.050083	347636.699917
3831	364390.600083	364485.249917
3960	376555.750083	376649.649917
3911	371941.600083	372035.599917
3699	351896.050083	351990.699917
3954	375992.000083	376085.999917
3873	368353.700083	368448.099917
3624	344797.200083	344891.849917
3971	377589.000083	377682.949917
3901	370997.050083	371091.499917
3723	354167.750083	354262.399917
3899	370808.500083	370902.649917
3647	346974.150083	347068.799917
3974	377870.850083	377964.799917
3990	379374.550083	379468.599917
3852	366372.350083	366466.699917
3698	351801.400083	351896.049917
3842	365429.300083	365523.549917
3719	353789.150083	353883.799917
3665	348677.850083	348772.499917
3914	372223.600083	372317.599917
3937	374391.550083	374485.499917
3746	356344.700083	356439.349917
3716	353505.100083	353599.749917
3895	370430.650083	370524.949917
3809	362307.950083	362402.599917
3797	361172.150083	361266.799917
3919	372693.750083	372787.799917
3666	348772.500083	348867.149917
3811	362497.250083	362591.899917
3636	345933.000083	346027.649917
3869	367976.150083	368070.499917
3983	378716.700083	378810.749917
3904	371280.550083	371375.049917
3874	368448.100083	368542.499917
3824	363727.900083	363822.599917
3792	360698.900083	360793.549917
3967	377213.200083	377307.099917
3814	362781.200083	362875.849917
3965	377025.400083	377119.299917
3985	378904.550083	378998.549917
3812	362591.900083	362686.549917
3771	358710.950083	358805.599917
3685	350570.950083	350665.599917
3641	346406.250083	346500.899917
3943	374956.800083	375050.999917
3733	355114.250083	355208.899917
3670	349151.100083	349245.749917
3915	372317.600083	372411.599917
3690	351044.200083	351138.849917
3728	354641.000083	354735.649917
3736	355398.200083	355492.849917
3708	352747.900083	352842.549917
3773	358900.250083	358994.899917
3612	343661.400083	343756.049917
3913	372129.600083	372223.599917
3691	351138.850083	351233.499917
3931	373827.700083	373921.699917
3751	356817.950083	356912.599917
3615	343945.350083	344039.999917
3715	353410.450083	353505.099917
3785	360036.100083	360130.749917
3876	368636.900083	368731.299917
3897	370619.450083	370714.099917
3727	354546.350083	354640.999917
3721	353978.450083	354073.099917
3858	366938.300083	367032.649917
3747	356439.350083	356533.999917
3602	342714.900083	342809.549917
3689	350949.550083	351044.199917
3778	359373.500083	359468.149917
3790	360509.550083	360604.249917
3669	349056.450083	349151.099917
3857	366843.950083	366938.299917
3711	353031.850083	353126.499917
3910	371847.600083	371941.599917
3948	375427.450083	375521.449917
3795	360982.850083	361077.499917
3603	342809.550083	342904.199917
3903	371186.050083	371280.549917
3645	346784.850083	346879.499917
3626	344986.500083	345081.149917
3710	352937.200083	353031.849917
3700	351990.700083	352085.349917
3713	353221.150083	353315.799917
3878	368825.700083	368920.099917
3928	373544.650083	373639.299917
3618	344229.300083	344323.949917
3730	354830.300083	354924.949917
3829	364201.300083	364295.949917
3759	357575.150083	357669.799917
3939	374579.600083	374673.799917
3776	359184.200083	359278.849917
3782	359752.100083	359846.749917
3916	372411.600083	372505.649917
3920	372787.800083	372882.199917
3725	354357.050083	354451.699917
3677	349813.650083	349908.299917
3774	358994.900083	359089.549917
3661	348299.250083	348393.899917
3680	350097.600083	350192.249917
3724	354262.400083	354357.049917
3941	374768.150083	374862.499917
3883	369297.750083	369392.149917
3632	345554.400083	345649.049917
3957	376273.950083	376367.849917
3775	359089.550083	359184.199917
3870	368070.500083	368164.899917
3740	355776.800083	355871.449917
3845	365712.100083	365806.349917
3902	371091.500083	371186.049917
3875	368542.500083	368636.899917
3617	344134.650083	344229.299917
3835	364768.850083	364863.349917
3704	352369.300083	352463.949917
3671	349245.750083	349340.399917
3817	363065.150083	363159.799917
3940	374673.800083	374768.149917
3942	374862.500083	374956.799917
3885	369486.550083	369580.999917
3881	369108.950083	369203.349917
3720	353883.800083	353978.449917
3630	345365.100083	345459.749917
3788	360320.150083	360414.849917
3843	365523.550083	365617.799917
3770	358616.300083	358710.949917
3853	366466.700083	366560.949917
3686	350665.600083	350760.249917
3834	364674.550083	364768.849917
3999	380221.400083	380315.549917
3752	356912.600083	357007.249917
3838	365052.300083	365146.549917
3697	351706.750083	351801.399917
3993	379656.700083	379750.749917
3684	350476.300083	350570.949917
3972	377682.950083	377776.899917
3794	360888.200083	360982.849917
3994	379750.750083	379844.799917
3634	345743.700083	345838.349917
3806	362024.000083	362118.649917
3866	367693.100083	367787.449917
3605	342998.850083	343093.499917
3868	367881.800083	367976.149917
3959	376461.800083	376555.749917
3900	370902.650083	370997.049917
3917	372505.650083	372599.699917
3783	359846.750083	359941.449917
3964	376931.450083	377025.399917
3679	350002.950083	350097.599917
3682	350286.950083	350381.599917
3888	369769.900083	369864.349917
3755	357196.550083	357291.199917
3947	375333.400083	375427.449917
3955	376086.000083	376179.949917
3930	373733.700083	373827.699917
3789	360414.850083	360509.549917
4271	405919.000083	406013.699917
4111	390773.200083	390867.849917
4170	396358.300083	396452.949917
4075	387376.800083	387470.949917
4295	408191.100083	408285.749917
4156	395032.750083	395127.449917
4360	414345.050083	414439.699917
4004	380692.150083	380786.299917
4109	390583.900083	390678.549917
4278	406581.750083	406676.399917
4374	415670.750083	415765.449917
4162	395600.950083	395695.649917
4328	411315.600083	411410.299917
4286	407339.200083	407433.849917
4107	390394.600083	390489.249917
4165	395885.050083	395979.699917
4263	405161.550083	405256.199917
4021	382292.700083	382386.849917
4390	417185.150083	417279.549917
4086	388412.700083	388506.899917
4372	415481.350083	415576.049917
4084	388224.300083	388318.499917
4116	391246.450083	391341.099917
4396	417751.700083	417846.099917
4040	384081.550083	384175.699917
4381	416333.600083	416428.299917
4180	397304.800083	397399.449917
4384	416617.700083	416712.399917
4370	415291.950083	415386.649917
4243	403268.550083	403363.199917
4056	385587.950083	385682.099917
4304	409043.150083	409137.849917
4045	384552.300083	384646.449917
4275	406297.800083	406392.449917
4209	400050.050083	400144.699917
4218	400901.900083	400996.549917
4161	395506.250083	395600.949917
4010	381257.050083	381351.199917
4249	403836.450083	403931.099917
4282	406960.450083	407055.149917
4119	391530.400083	391625.049917
4259	404782.950083	404877.599917
4015	381727.800083	381821.949917
4377	415954.850083	416049.499917
4399	418034.900083	418129.349917
4294	408096.400083	408191.099917
4142	393707.650083	393802.299917
4255	404404.350083	404498.999917
4166	395979.700083	396074.349917
4257	404593.650083	404688.299917
4155	394938.100083	395032.749917
4296	408285.750083	408380.449917
4002	380503.850083	380597.999917
4391	417279.550083	417373.999917
4123	391909.100083	392003.799917
4016	381821.950083	381916.099917
4380	416238.900083	416333.599917
4082	388035.900083	388130.099917
4177	397020.850083	397115.499917
4138	393329.050083	393423.699917
4133	392855.800083	392950.449917
4114	391057.150083	391151.799917
4041	384175.700083	384269.849917
4386	416807.100083	416901.799917
4322	410747.500083	410842.199917
4141	393613.000083	393707.649917
4353	413682.500083	413777.149917
4130	392571.850083	392666.499917
4067	386623.600083	386717.749917
4139	393423.700083	393518.349917
4158	395222.150083	395316.849917
4367	415007.850083	415102.549917
4213	400428.650083	400523.299917
4256	404499.000083	404593.649917
4169	396263.650083	396358.299917
4099	389637.350083	389731.999917
4080	387847.550083	387941.749917
4097	389448.950083	389543.149917
4344	412830.400083	412925.099917
4069	386811.900083	386906.049917
4319	410463.500083	410558.149917
4057	385682.100083	385776.249917
4092	388977.950083	389072.149917
4287	407433.850083	407528.499917
4189	398156.650083	398251.299917
4268	405634.900083	405729.599917
4101	389826.650083	389921.349917
4094	389166.350083	389260.549917
4376	415860.150083	415954.849917
4261	404972.250083	405066.899917
4329	411410.300083	411504.999917
4252	404120.400083	404215.049917
4342	412641.000083	412735.699917
4063	386247.000083	386341.149917
4258	404688.300083	404782.949917
4308	409421.950083	409516.649917
4140	393518.350083	393612.999917
4288	407528.500083	407623.149917
4147	394180.900083	394275.549917
4183	397588.750083	397683.399917
4168	396169.000083	396263.649917
4052	385211.350083	385305.499917
4273	406108.400083	406203.099917
4363	414629.050083	414723.749917
4293	408001.750083	408096.399917
4044	384458.150083	384552.299917
4356	413966.450083	414061.099917
4143	393802.300083	393896.949917
4234	402416.500083	402511.199917
4102	389921.350083	390015.999917
4350	413398.550083	413493.199917
4253	404215.050083	404309.699917
4095	389260.550083	389354.749917
